tmdbId,title,clean_overview
109445,Frozen,young princess anna arendelle dreams finding true love sister elsa coronation fate takes dangerous journey attempt end eternal winter fallen kingdom accompanied ice delivery man kristoff reindeer sven snowman olaf adventure find friendship courage family true love really means
86829,Inside Llewyn Davis,greenwich village early 1960s gifted volatile folk musician llewyn davis struggles money relationships uncertain future
106646,The Wolf of Wall Street,new york stockbroker refuses cooperate large securities fraud case involving corruption wall street corporate banking world mob infiltration based jordan belfort autobiography
204082,Homefront,phil broker former dea agent gone crisis action biker gang went horribly wrong cost life boss son recently widowed left daughter maddy decides quit turbulent demanding life thrill maddy sake retires small town daughter fights boy bullying school sets motion round events end direct confrontation local meth drug lord past history biker gang also enters arena making matters complex mission mind protect daughter ready pay cost demands
192136,Mandela: Long Walk to Freedom,chronicle nelson mandela life journey childhood rural village inauguration first democratically elected president south africa
75629,ヱヴァンゲリヲン新劇場版:Q,fourteen years third impact shinji ikari awakens world remember aged much earth laid ruins nerv dismantled people protected turned befriending enigmatic kaworu nagisa shinji continues fight angels realizes fighting far even could former allies characters struggles continue amidst battles angels spiraling could inevitably end world
174311,All Is Bright,two ne quebec travel new york city scheme get rich quick selling christmas trees
212063,Tim's Vermeer,tim jenison texas based inventor attempts solve one greatest mysteries art dutch master johannes vermeer manage paint 150 years invention photography spanning decade jenison adventure takes holland pilgrimage north coast yorkshire meet artista david hockney eventually even buckingham palace epic research project jenison embarques extraordinary discovers
168672,American Hustle,conman seductive partner forced work wild fbi agent pushes world jersey mafia
116745,The Secret Life of Walter Mitty,timid magazine photo manager lives life vicariously daydreams embarks adventure negative goes missing
152601,Her,distant future theodore lonely writer purchases newly developed operating system designed meet user every need theodore surprise romantic relationship develops operating system unconventional love story blends science fiction romance sweet tale explores nature love ways technology isolates connects us
39260,ロボゲイシャ,sisters yoshie kikue two geisha abducted mysterious organization transformed murderous cyborg assassins
45697,A Christmas Carol,could work every idiot goes merry christmas lips would boiled pudding buried stake holly heart spoke immortal words christmas famous miser charles dicken ebenezer scrooge mean join festivities sits alone christmas eve scene set visitation ghost late business partner marley bound earth eternal chains introduction ghosts christmas past present future take life face truth
193756,Lone Survivor,four navy seals covert mission neutralize taliban operative must make impossible moral decision mountains afghanistan leads enemy ambush confront unthinkable odds seals must find reserves strength resilience fight finish
140823,Saving Mr. Banks,author travers looks back childhood reluctantly meeting walt disney seeks adapt mary poppins books big screen
